Name,Artist,Album,Track Number
City,Sara Bareilles,Little Voice,9
Many the Miles,Sara Bareilles,Little Voice,10
Fairytale (Album Version),Sara Bareilles,Little Voice,11
Gravity (Album Version),Sara Bareilles,Little Voice,12
Zooropa,U2,Zooropa,1
Babyface,U2,Zooropa,2
Numb,U2,Zooropa,3
Lemon,U2,Zooropa,4
"Stay (Faraway, So Close!)",U2,Zooropa,5
Some Days Are Better Than Others,U2,Zooropa,7
The First Time,U2,Zooropa,8
Dirty Day,U2,Zooropa,9
The Wanderer,U2,Zooropa,10
Better Days,Bruce Springsteen,Lucky Town,1
Lucky Town (Album Version),Bruce Springsteen,Lucky Town,2
Local Hero (Album Version),Bruce Springsteen,Lucky Town,3
If I Should Fall Behind,Bruce Springsteen,Lucky Town,4
Leap Of Faith (Album Version),Bruce Springsteen,Lucky Town,5
The Big Muddy (Album Version),Bruce Springsteen,Lucky Town,6
Living Proof,Bruce Springsteen,Lucky Town,7
Book Of Dreams (Album Version),Bruce Springsteen,Lucky Town,8
Souls Of The Departed (Album Version),Bruce Springsteen,Lucky Town,9
My Beautiful Reward (Album Version),Bruce Springsteen,Lucky Town,10
Gloria,U2,October,1
I Fall Down,U2,October,2
I Threw A Brick Through A Window,U2,October,3
Rejoice,U2,October,4
Fire,U2,October,5
Tomorrow,U2,October,6
October,U2,October,7
With A Shout (Jerusalem),U2,October,8
Stranger In A Strange Land,U2,October,9
Scarlet,U2,October,10
Is That All?,U2,October,11
Zoo Station,U2,Achtung Baby,1
Even Better Than The Real Thing,U2,Achtung Baby,2
One,U2,Achtung Baby,3
Until The End Of The World,U2,Achtung Baby,4
Who's Gonna Ride Your Wild Horses,U2,Achtung Baby,5
So Cruel,U2,Achtung Baby,6
The Fly,U2,Achtung Baby,7
Mysterious Ways,U2,Achtung Baby,8
Tryin' To Throw Your Arms Around The World,U2,Achtung Baby,9
Ultra Violet (Light My Way),U2,Achtung Baby,10
Acrobat,U2,Achtung Baby,11
Love Is Blindness,U2,Achtung Baby,12
Desire,U2,Rattle And Hum,3
Hawkmoon 269,U2,Rattle And Hum,4
Angel Of Harlem,U2,Rattle And Hum,10
Love Rescue Me,U2,Rattle And Hum,11
When Love Comes To Town,U2,Rattle And Hum,12
Heartland,U2,Rattle And Hum,13
God Part II,U2,Rattle And Hum,14
All I Want Is You,U2,Rattle And Hum,17
Where The Streets Have No Name,U2,The Joshua Tree,1
I Still Haven't Found What I'm Looking For,U2,The Joshua Tree,2
With Or Without You,U2,The Joshua Tree,3
Bullet The Blue Sky,U2,The Joshua Tree,4
Running To Stand Still,U2,The Joshua Tree,5
Red Hill Mining Town,U2,The Joshua Tree,6
In God's Country,U2,The Joshua Tree,7
Trip Through Your Wires,U2,The Joshua Tree,8
One Tree Hill,U2,The Joshua Tree,9
Exit,U2,The Joshua Tree,10
Mothers Of The Disappeared,U2,The Joshua Tree,11
Pride (In The Name Of Love),U2,The Best Of 1980 - 1990,1
New Year's Day,U2,The Best Of 1980 - 1990,2
With Or Without You,U2,The Best Of 1980 - 1990,3
I Still Haven't Found What I'm Looking For,U2,The Best Of 1980 - 1990,4
Sunday Bloody Sunday,U2,The Best Of 1980 - 1990,5
Bad,U2,The Best Of 1980 - 1990,6
Where The Streets Have No Name,U2,The Best Of 1980 - 1990,7
I Will Follow,U2,The Best Of 1980 - 1990,8
The Unforgettable Fire,U2,The Best Of 1980 - 1990,9
Sweetest Thing (The Single Mix),U2,The Best Of 1980 - 1990,10
Desire,U2,The Best Of 1980 - 1990,11
When Love Comes To Town,U2,The Best Of 1980 - 1990,12
Angel Of Harlem,U2,The Best Of 1980 - 1990,13
All I Want Is You,U2,The Best Of 1980 - 1990,14
Do You Feel Loved,U2,Pop,2
Mofo,U2,Pop,3
If God Will Send His Angels,U2,Pop,4
Staring At The Sun,U2,Pop,5
Gone,U2,Pop,7
Miami,U2,Pop,8
If You Wear That Velvet Dress,U2,Pop,10
Please,U2,Pop,11
Discotheque,U2,Pop,1
Last Night On Earth,U2,Pop,6
The Playboy Mansion,U2,Pop,9
Wake Up Dead Man,U2,Pop,12
I Should Know,Dirty Vegas,Dirty Vegas,1
Ghosts,Dirty Vegas,Dirty Vegas,2
Lost Not Found,Dirty Vegas,Dirty Vegas,3
Days Go By,Dirty Vegas,Dirty Vegas,4
Throwing Shapes,Dirty Vegas,Dirty Vegas,5
Candles,Dirty Vegas,Dirty Vegas,6
All Or Nothing,Dirty Vegas,Dirty Vegas,7
Alive,Dirty Vegas,Dirty Vegas,8
Simple Things Part 2,Dirty Vegas,Dirty Vegas,11
You Are The One,Shiny Toy Guns,We Are Pilots,1
Le Disko,Shiny Toy Guns,We Are Pilots,2
Starts With One,Shiny Toy Guns,We Are Pilots,3
When They Came For Us,Shiny Toy Guns,We Are Pilots,4
Don't Cry Out,Shiny Toy Guns,We Are Pilots,5
Chemistry Of A Car Crash,Shiny Toy Guns,We Are Pilots,6
Waiting,Shiny Toy Guns,We Are Pilots,7
Rainy Monday,Shiny Toy Guns,We Are Pilots,8
Jackie Will Save Me,Shiny Toy Guns,We Are Pilots,9
Shaken,Shiny Toy Guns,We Are Pilots,10
We Are Pilots,Shiny Toy Guns,We Are Pilots,11
Frank Sinatra,Cake,Fashion Nugget,1
The Distance,Cake,Fashion Nugget,2
Friend Is a Four Letter Word,Cake,Fashion Nugget,3
Open Book,Cake,Fashion Nugget,4
Daria,Cake,Fashion Nugget,5
Race Car Ya-Yas,Cake,Fashion Nugget,6
I Will Survive,Cake,Fashion Nugget,7
Stickshifts and Safetybelts,Cake,Fashion Nugget,8
"Perhaps, Perhaps, Perhaps",Cake,Fashion Nugget,9
It's Coming Down,Cake,Fashion Nugget,10
She'll Come Back to Me,Cake,Fashion Nugget,12
Italian Leather Sofa,Cake,Fashion Nugget,13
Sad Songs and Waltzes,Cake,Fashion Nugget,14
Frank Sinatra,Cake,Fashion Nugget,1
The Distance,Cake,Fashion Nugget,2
Friend Is a Four Letter Word,Cake,Fashion Nugget,3
Open Book,Cake,Fashion Nugget,4
Daria,Cake,Fashion Nugget,5
Race Car Ya-Yas,Cake,Fashion Nugget,6
I Will Survive,Cake,Fashion Nugget,7
Stickshifts and Safetybelts,Cake,Fashion Nugget,8
"Perhaps, Perhaps, Perhaps",Cake,Fashion Nugget,9
It's Coming Down,Cake,Fashion Nugget,10
She'll Come Back to Me,Cake,Fashion Nugget,12
Italian Leather Sofa,Cake,Fashion Nugget,13
Sad Songs and Waltzes,Cake,Fashion Nugget,14
Opera Singer,Cake,Comfort Eagle,1
"Meanwhile, Rick James...",Cake,Comfort Eagle,2
Shadow Stabbing,Cake,Comfort Eagle,3
Short Skirt / Long Jacket,Cake,Comfort Eagle,4
Commissioning a Symphony In C,Cake,Comfort Eagle,5
Arco Arena (Instrumental),Cake,Comfort Eagle,6
Comfort Eagle,Cake,Comfort Eagle,7
Long Line of Cars,Cake,Comfort Eagle,8
Love You Madly,Cake,Comfort Eagle,9
Pretty Pink Ribbon,Cake,Comfort Eagle,10
World of Two,Cake,Comfort Eagle,11
"Ruby, Don't Take Your Love to Town (Non-album track)",Cake,Wheels EP,5
"Ruby, Don't Take Your Love to Town",Cake,b-sides and rarities,2
"Mahna, Mahna",Cake,b-sides and rarities,3
"Excuse Me, I Think I've Got a Heartache",Cake,b-sides and rarities,4
Conroy,Cake,b-sides and rarities,5
Strangers in the Night,Cake,b-sides and rarities,6
Multiply the Heartaches,Cake,b-sides and rarities,7
"Never, Never Gonna Give You Up",Cake,b-sides and rarities,8
Thrills,Cake,b-sides and rarities,9
The Crane Wife 3,The Decemberists,The Crane Wife,1
Yankee Bayonet (I Will Be Home Then),The Decemberists,The Crane Wife,3
When The War Came,The Decemberists,The Crane Wife,6
Shankill Butchers,The Decemberists,The Crane Wife,7
Summersong,The Decemberists,The Crane Wife,8
Lion's Mane,Iron & Wine,The Creek Drank The Cradle,1
Bird Stealing Bread,Iron & Wine,The Creek Drank The Cradle,2
Faded From The Winter,Iron & Wine,The Creek Drank The Cradle,3
Promising Light,Iron & Wine,The Creek Drank The Cradle,4
The Rooster Moans,Iron & Wine,The Creek Drank The Cradle,5
Upward Over The Mountain,Iron & Wine,The Creek Drank The Cradle,6
Southern Anthem,Iron & Wine,The Creek Drank The Cradle,7
An Angry Blade,Iron & Wine,The Creek Drank The Cradle,8
Weary Memory,Iron & Wine,The Creek Drank The Cradle,9
Promise What You Will,Iron & Wine,The Creek Drank The Cradle,10
Muddy Hymnal,Iron & Wine,The Creek Drank The Cradle,11
Woman King,Iron & Wine,Woman King,1
Jezebel,Iron & Wine,Woman King,2
Gray Stables,Iron & Wine,Woman King,3
Freedom Hangs Like Heaven,Iron & Wine,Woman King,4
My Lady's House,Iron & Wine,Woman King,5
Evening On The Ground (Lilith's Song),Iron & Wine,Woman King,6
Hello Sunshine (Album Version),Super Furry Animals,Phantom Power,1
Liberty Belle (Album Version),Super Furry Animals,Phantom Power,2
Golden Retriever (Album Version),Super Furry Animals,Phantom Power,3
The Piccolo Snare (Album Version),Super Furry Animals,Phantom Power,5
Father Father #1 (Album Version),Super Furry Animals,Phantom Power,7
Bleed Forever (Album Version),Super Furry Animals,Phantom Power,8
Out Of Control (Album Version),Super Furry Animals,Phantom Power,9
Father Father #2 (Album Version),Super Furry Animals,Phantom Power,11
Valet Parking (Album Version),Super Furry Animals,Phantom Power,12
The Undefeated (Album Version),Super Furry Animals,Phantom Power,13
Slow Life (Album Version),Super Furry Animals,Phantom Power,14
Meant to Live,Switchfoot,The Beautiful Letdown,1
This Is Your Life,Switchfoot,The Beautiful Letdown,2
More Than Fine,Switchfoot,The Beautiful Letdown,3
Ammunition (Album Version),Switchfoot,The Beautiful Letdown,4
Dare You to Move,Switchfoot,The Beautiful Letdown,5
Redemption (Album Version),Switchfoot,The Beautiful Letdown,6
The Beautiful Letdown (Album Version),Switchfoot,The Beautiful Letdown,7
Gone,Switchfoot,The Beautiful Letdown,8
On Fire (Album Version),Switchfoot,The Beautiful Letdown,9
Adding to the Noise (Album Version),Switchfoot,The Beautiful Letdown,10
Twenty-four (Album Version),Switchfoot,The Beautiful Letdown,11
Never Ending Math Equation,Modest Mouse,Building Nothing Out Of Something,1
Interstate 8,Modest Mouse,Building Nothing Out Of Something,2
Broke,Modest Mouse,Building Nothing Out Of Something,3
Medication,Modest Mouse,Building Nothing Out Of Something,4
Workin' On Leavin' The Livin',Modest Mouse,Building Nothing Out Of Something,5
Baby Blue Sedan,Modest Mouse,Building Nothing Out Of Something,7
A Life Of Arctic Sounds,Modest Mouse,Building Nothing Out Of Something,8
Sleepwalkin',Modest Mouse,Building Nothing Out Of Something,9
Grey Ice Water,Modest Mouse,Building Nothing Out Of Something,10
"Whenever You Breath Out, I Breathe In (Positive Negative)",Modest Mouse,Building Nothing Out Of Something,11
Other People's Lives,Modest Mouse,Building Nothing Out Of Something,12
3rd Planet (Album Version),Modest Mouse,The Moon & Antarctica,1
Gravity Rides Everything (Album Version),Modest Mouse,The Moon & Antarctica,2
Dark Center Of The Universe (Album Version),Modest Mouse,The Moon & Antarctica,3
Perfect Disguise (Album Version),Modest Mouse,The Moon & Antarctica,4
Tiny Cities Made Of Ashes (Album Version),Modest Mouse,The Moon & Antarctica,5
A Different City (Album Version),Modest Mouse,The Moon & Antarctica,6
The Cold Part (Album Version),Modest Mouse,The Moon & Antarctica,7
Alone Down There (Album Version),Modest Mouse,The Moon & Antarctica,8
The Stars Are Projectors (Album Version),Modest Mouse,The Moon & Antarctica,9
Wild Packs Of Family Dogs (Album Version),Modest Mouse,The Moon & Antarctica,10
Paper Thin Walls (Album Version),Modest Mouse,The Moon & Antarctica,11
I Came As A Rat (Album Version),Modest Mouse,The Moon & Antarctica,12
Lives (Album Version),Modest Mouse,The Moon & Antarctica,13
Life Like Weeds (Album Version),Modest Mouse,The Moon & Antarctica,14
What People Are Made Of (Album Version),Modest Mouse,The Moon & Antarctica,15
3rd Planet (BBC Radio 1 Session Radio Edit),Modest Mouse,The Moon & Antarctica,16
Perfect Disguise (BBC Radio 1 Session Version),Modest Mouse,The Moon & Antarctica,17
Tiny Cities Made Of Ashes (BBC Radio 1 Session Version),Modest Mouse,The Moon & Antarctica,19
3rd Planet,Modest Mouse,The Moon & Antarctica,1
Gravity Rides Everything,Modest Mouse,The Moon & Antarctica,2
Dark Center Of The Universe,Modest Mouse,The Moon & Antarctica,3
Perfect Disguise,Modest Mouse,The Moon & Antarctica,4
Tiny Cities Made Of Ashes,Modest Mouse,The Moon & Antarctica,5
A Different City,Modest Mouse,The Moon & Antarctica,6
The Cold Part,Modest Mouse,The Moon & Antarctica,7
Alone Down There,Modest Mouse,The Moon & Antarctica,8
The Stars Are Projectors,Modest Mouse,The Moon & Antarctica,9
Wild Packs Of Family Dogs,Modest Mouse,The Moon & Antarctica,10
Paper Thin Walls,Modest Mouse,The Moon & Antarctica,11
I Came As A Rat,Modest Mouse,The Moon & Antarctica,12
Lives,Modest Mouse,The Moon & Antarctica,13
Life Like Weeds,Modest Mouse,The Moon & Antarctica,14
What People Are Made Of,Modest Mouse,The Moon & Antarctica,15
Four Fingered Fisherman,Modest Mouse,Sad Sappy Sucker,2
Wagon Ride Return,Modest Mouse,Sad Sappy Sucker,3
Classy Plastic Lumber,Modest Mouse,Sad Sappy Sucker,4
Path of Least Resistance,Modest Mouse,Sad Sappy Sucker,6
It Always Rains On a Picnic,Modest Mouse,Sad Sappy Sucker,7
Dukes Up,Modest Mouse,Sad Sappy Sucker,8
Think Long,Modest Mouse,Sad Sappy Sucker,9
Every Penny Fed Car,Modest Mouse,Sad Sappy Sucker,10
Mice Eat Cheese,Modest Mouse,Sad Sappy Sucker,11
Race Car Grin You Ain't No Landmark,Modest Mouse,Sad Sappy Sucker,12
Red Hand Case,Modest Mouse,Sad Sappy Sucker,13
Secret Agent X-9,Modest Mouse,Sad Sappy Sucker,14
BMX Crash,Modest Mouse,Sad Sappy Sucker,19
Sucker Bat,Modest Mouse,Sad Sappy Sucker,20
SWY,Modest Mouse,Sad Sappy Sucker,22
Sin Gun Chaser,Modest Mouse,Sad Sappy Sucker,24
Dramamine,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,1
Breakthrough,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,2
Custom Concern,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,3
Might,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,4
Lounge,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,5
Beach Side Property,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,6
Head South,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,8
Dog Paddle,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,9
Novocain Stain,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,10
Tundra / Desert,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,11
Ohio,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,12
Exit Does Not Exist,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,13
Talking Shit About a Pretty Sunset,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,14
Make Everyone Happy / Mechanical Birds,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,15
Space Travel Is Boring,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,16
Teeth Like God's Shoeshine,Modest Mouse,The Lonesome Crowded West,1
Heart Cooks Brain,Modest Mouse,The Lonesome Crowded West,2
Convenient Parking,Modest Mouse,The Lonesome Crowded West,3
Lounge (Closing Time),Modest Mouse,The Lonesome Crowded West,4
Jesus Christ Was an Only Child,Modest Mouse,The Lonesome Crowded West,5
Doin' the Cockroach,Modest Mouse,The Lonesome Crowded West,6
Cowboy Dan,Modest Mouse,The Lonesome Crowded West,7
Trailer Trash,Modest Mouse,The Lonesome Crowded West,8
Out of Gas,Modest Mouse,The Lonesome Crowded West,9
Long Distance Drunk,Modest Mouse,The Lonesome Crowded West,10
Shit Luck,Modest Mouse,The Lonesome Crowded West,11
Truckers Atlas,Modest Mouse,The Lonesome Crowded West,12
Polar Opposites,Modest Mouse,The Lonesome Crowded West,13
Bankrupt on Selling,Modest Mouse,The Lonesome Crowded West,14
"Styrofoam Boots / It's All Nice on Ice, Alright",Modest Mouse,The Lonesome Crowded West,15
"Doin' The Cockroach (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,7
"Bankrupt On Selling (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,8
March Into the Sea,Modest Mouse,We Were Dead Before The Ship Even Sank,1
Dashboard,Modest Mouse,We Were Dead Before The Ship Even Sank,2
Fire It Up,Modest Mouse,We Were Dead Before The Ship Even Sank,3
Florida,Modest Mouse,We Were Dead Before The Ship Even Sank,4
Parting of the Sensory,Modest Mouse,We Were Dead Before The Ship Even Sank,5
Missed the Boat,Modest Mouse,We Were Dead Before The Ship Even Sank,6
We've Got Everything,Modest Mouse,We Were Dead Before The Ship Even Sank,7
Fly Trapped In a Jar,Modest Mouse,We Were Dead Before The Ship Even Sank,8
Education,Modest Mouse,We Were Dead Before The Ship Even Sank,9
Little Motel,Modest Mouse,We Were Dead Before The Ship Even Sank,10
Steam Engenius,Modest Mouse,We Were Dead Before The Ship Even Sank,11
Spitting Venom,Modest Mouse,We Were Dead Before The Ship Even Sank,12
People As Places As People,Modest Mouse,We Were Dead Before The Ship Even Sank,13
Invisible,Modest Mouse,We Were Dead Before The Ship Even Sank,14
The Waydown,Modest Mouse,The Fruit That Ate Itself,2
Dirty Fingernails,Modest Mouse,The Fruit That Ate Itself,3
Sunspots in the House of the Late Scapegoat,Modest Mouse,The Fruit That Ate Itself,5
The Fruit That Ate Itself,Modest Mouse,The Fruit That Ate Itself,6
Summer,Modest Mouse,The Fruit That Ate Itself,7
Karma's Payment,Modest Mouse,The Fruit That Ate Itself,9
Horn Intro (Album Version),Modest Mouse,Good News For People Who Love Bad News,1
The World At Large (Album Version),Modest Mouse,Good News For People Who Love Bad News,2
Float On,Modest Mouse,Good News For People Who Love Bad News,3
Ocean Breathes Salty (Album Version),Modest Mouse,Good News For People Who Love Bad News,4
Dig Your Grave (Album Version),Modest Mouse,Good News For People Who Love Bad News,5
Dance Hall (Album Version),Modest Mouse,Good News For People Who Love Bad News,7
Bukowski (Album Version),Modest Mouse,Good News For People Who Love Bad News,8
This Devil's Workday (Album Version),Modest Mouse,Good News For People Who Love Bad News,9
The View (Album Version),Modest Mouse,Good News For People Who Love Bad News,10
Satin In A Coffin (Album Version),Modest Mouse,Good News For People Who Love Bad News,11
Interlude (Milo) (Album Version),Modest Mouse,Good News For People Who Love Bad News,12
Blame It On The Tetons (Album Version),Modest Mouse,Good News For People Who Love Bad News,13
Black Cadillacs (Album Version),Modest Mouse,Good News For People Who Love Bad News,14
One Chance (Album Version),Modest Mouse,Good News For People Who Love Bad News,15
The Good Times Are Killing Me (Album Version),Modest Mouse,Good News For People Who Love Bad News,16
Sacrifice,Elton John,Love Songs,3
Daniel,Elton John,Love Songs,4
Someone Saved My Life Tonight,Elton John,Love Songs,5
Sorry Seems To Be The Hardest Word,Elton John,Love Songs,10
Blessed,Elton John,Love Songs,11
You Can Make History (Young Again),Elton John,Love Songs,13
Hummingbirds,Venus Hum,Big Beautiful Sky,1
Montana,Venus Hum,Big Beautiful Sky,2
Soul Sloshing,Venus Hum,Big Beautiful Sky,3
Wordless May,Venus Hum,Big Beautiful Sky,4
Alice,Venus Hum,Big Beautiful Sky,5
Lumberjacks,Venus Hum,Big Beautiful Sky,6
Beautiful Spain,Venus Hum,Big Beautiful Sky,7
The Bells,Venus Hum,Big Beautiful Sky,8
Springtime #2,Venus Hum,Big Beautiful Sky,9
Honey,Venus Hum,Big Beautiful Sky,10
Sonic Boom,Venus Hum,Big Beautiful Sky,11
Bella Luna,Venus Hum,Big Beautiful Sky,12
Tiny Dancer,Elton John,Madman Across The Water,1
Levon,Elton John,Madman Across The Water,2
Razor Face,Elton John,Madman Across The Water,3
Madman Across The Water,Elton John,Madman Across The Water,4
Indian Sunset,Elton John,Madman Across The Water,5
Holiday Inn,Elton John,Madman Across The Water,6
Rotten Peaches,Elton John,Madman Across The Water,7
All The Nasties,Elton John,Madman Across The Water,8
Goodbye,Elton John,Madman Across The Water,9
Believe,Elton John,Made In England,1
Made In England,Elton John,Made In England,2
House,Elton John,Made In England,3
Cold,Elton John,Made In England,4
Pain,Elton John,Made In England,5
Belfast,Elton John,Made In England,6
Latitude,Elton John,Made In England,7
Please,Elton John,Made In England,8
Man,Elton John,Made In England,9
Lies,Elton John,Made In England,10
Blessed,Elton John,Made In England,11
1973,James Blunt,All The Lost Souls,1
One Of The Brightest Stars,James Blunt,All The Lost Souls,2
I'll Take Everything,James Blunt,All The Lost Souls,3
Same Mistake,James Blunt,All The Lost Souls,4
Carry You Home,James Blunt,All The Lost Souls,5
Give Me Some Love,James Blunt,All The Lost Souls,6
I Really Want You,James Blunt,All The Lost Souls,7
Shine On,James Blunt,All The Lost Souls,8
Annie,James Blunt,All The Lost Souls,9
I Can't Hear The Music,James Blunt,All The Lost Souls,10
Losing Touch,The Killers,Day & Age,1
Human,The Killers,Day & Age,2
Spaceman,The Killers,Day & Age,3
Joy Ride,The Killers,Day & Age,4
A Dustland Fairytale,The Killers,Day & Age,5
This Is Your Life,The Killers,Day & Age,6
I Can't Stay,The Killers,Day & Age,7
Neon Tiger,The Killers,Day & Age,8
The World We Live In,The Killers,Day & Age,9
"Goodnight, Travel Well",The Killers,Day & Age,10
Sam's Town,The Killers,Sam's Town,1
Enterlude,The Killers,Sam's Town,2
When You Were Young,The Killers,Sam's Town,3
For Reasons Unknown,The Killers,Sam's Town,5
Read My Mind,The Killers,Sam's Town,6
Uncle Jonny,The Killers,Sam's Town,7
Bones,The Killers,Sam's Town,8
My List,The Killers,Sam's Town,9
This River Is Wild,The Killers,Sam's Town,10
Why Do I Keep Counting?,The Killers,Sam's Town,11
Exitlude,The Killers,Sam's Town,12
Jenny Was A Friend Of Mine,The Killers,Hot Fuss,1
Mr. Brightside,The Killers,Hot Fuss,2
Smile Like You Mean It,The Killers,Hot Fuss,3
Somebody Told Me,The Killers,Hot Fuss,4
All These Things That I've Done,The Killers,Hot Fuss,5
"Andy, You're A Star",The Killers,Hot Fuss,6
On Top,The Killers,Hot Fuss,7
Believe Me Natalie,The Killers,Hot Fuss,9
Midnight Show,The Killers,Hot Fuss,10
Everything Will Be Alright,The Killers,Hot Fuss,11
The Valley (Album Version),Duran Duran,Red Carpet Massacre,1
Red Carpet Massacre (Album Version),Duran Duran,Red Carpet Massacre,2
Falling Down (Album Version),Duran Duran,Red Carpet Massacre,4
Box full o' Honey (Album Version),Duran Duran,Red Carpet Massacre,5
Skin Divers (Album Version),Duran Duran,Red Carpet Massacre,6
Tempted (Album Version),Duran Duran,Red Carpet Massacre,7
Zoom In (Album Version),Duran Duran,Red Carpet Massacre,9
She's Too Much (Album Version),Duran Duran,Red Carpet Massacre,10
Dirty Great Monster (Album Version),Duran Duran,Red Carpet Massacre,11
Last Man Standing (Album Version),Duran Duran,Red Carpet Massacre,12
(Reach Up For The) Sunrise,Duran Duran,Astronaut,1
Want You More!,Duran Duran,Astronaut,2
What Happens Tomorrow,Duran Duran,Astronaut,3
Astronaut,Duran Duran,Astronaut,4
Bedroom Toys,Duran Duran,Astronaut,5
Nice,Duran Duran,Astronaut,6
Taste The Summer,Duran Duran,Astronaut,7
Finest Hour,Duran Duran,Astronaut,8
Chains,Duran Duran,Astronaut,9
One Of Those Days,Duran Duran,Astronaut,10
Point Of No Return,Duran Duran,Astronaut,11
Still Breathing,Duran Duran,Astronaut,12
Tell Me (Album Version),Boston,Greatest Hits,1
Higher Power (Album Version),Boston,Greatest Hits,2
More Than a Feeling,Boston,Greatest Hits,3
Peace Of Mind (Album Version),Boston,Greatest Hits,4
Don't Look Back,Boston,Greatest Hits,5
Cool the Engines,Boston,Greatest Hits,6
Livin' for You,Boston,Greatest Hits,7
Feelin' Satisfied (Album Version),Boston,Greatest Hits,8
Party (Album Version),Boston,Greatest Hits,9
Amanda,Boston,Greatest Hits,11
Rock & Roll Band (Album Version),Boston,Greatest Hits,12
Smokin' (Album Version),Boston,Greatest Hits,13
A Man I'll Never Be (Album Version),Boston,Greatest Hits,14
Higher Power (Album Version),Boston,Greatest Hits,16
Go Do,Jónsi,Go,1
Animal Arithmetic,Jónsi,Go,2
Tornado,Jónsi,Go,3
Boy Lilikoi,Jónsi,Go,4
Sinking Friendships,Jónsi,Go,5
Kolniður,Jónsi,Go,6
Around Us,Jónsi,Go,7
Grow Till Tall,Jónsi,Go,8
Hengilás,Jónsi,Go,9
Save Tonight,Eagle-Eye Cherry,Desireless,1
Indecision,Eagle-Eye Cherry,Desireless,2
Comatose (In The Arms Of Slumber),Eagle-Eye Cherry,Desireless,3
Worried Eyes,Eagle-Eye Cherry,Desireless,4
Rainbow Wings,Eagle-Eye Cherry,Desireless,5
Falling In Love Again,Eagle-Eye Cherry,Desireless,6
Conversation,Eagle-Eye Cherry,Desireless,7
When Mermaids Cry,Eagle-Eye Cherry,Desireless,8
Shooting Up In Vain,Eagle-Eye Cherry,Desireless,9
Permanent Tears,Eagle-Eye Cherry,Desireless,10
Death Defied By Will,Eagle-Eye Cherry,Desireless,11
Desireless,Eagle-Eye Cherry,Desireless,12
Sunrise,Norah Jones,Feels Like Home,1
What Am I To You?,Norah Jones,Feels Like Home,2
Those Sweet Words,Norah Jones,Feels Like Home,3
Carnival Town,Norah Jones,Feels Like Home,4
In The Morning,Norah Jones,Feels Like Home,5
Be Here To Love Me,Norah Jones,Feels Like Home,6
Toes,Norah Jones,Feels Like Home,8
Humble Me,Norah Jones,Feels Like Home,9
Above Ground,Norah Jones,Feels Like Home,10
The Long Way Home,Norah Jones,Feels Like Home,11
The Prettiest Thing,Norah Jones,Feels Like Home,12
Don't Miss You At All,Norah Jones,Feels Like Home,13
Wish I Could,Norah Jones,Not Too Late,1
Sinkin' Soon,Norah Jones,Not Too Late,2
The Sun Doesn't Like You,Norah Jones,Not Too Late,3
Until The End,Norah Jones,Not Too Late,4
Not My Friend,Norah Jones,Not Too Late,5
Thinking About You,Norah Jones,Not Too Late,6
Broken,Norah Jones,Not Too Late,7
My Dear Country,Norah Jones,Not Too Late,8
Wake Me Up,Norah Jones,Not Too Late,9
Be My Somebody,Norah Jones,Not Too Late,10
Little Room,Norah Jones,Not Too Late,11
Rosie's Lullaby,Norah Jones,Not Too Late,12
Not Too Late,Norah Jones,Not Too Late,13
Don't Know Why,Norah Jones,Come Away With Me,1
Seven Years,Norah Jones,Come Away With Me,2
Feelin' The Same Way,Norah Jones,Come Away With Me,4
Come Away With Me,Norah Jones,Come Away With Me,5
Shoot The Moon,Norah Jones,Come Away With Me,6
Turn Me On,Norah Jones,Come Away With Me,7
Lonestar,Norah Jones,Come Away With Me,8
I've Got To See You Again,Norah Jones,Come Away With Me,9
Painter Song,Norah Jones,Come Away With Me,10
One Flight Down,Norah Jones,Come Away With Me,11
Nightingale,Norah Jones,Come Away With Me,12
The Long Day Is Over,Norah Jones,Come Away With Me,13
The Nearness Of You,Norah Jones,Come Away With Me,14
Go-Go Gadget Gospel,Gnarls Barkley,St. Elsewhere,1
Crazy,Gnarls Barkley,St. Elsewhere,2
St. Elsewhere,Gnarls Barkley,St. Elsewhere,3
Smiley Faces,Gnarls Barkley,St. Elsewhere,5
The Boogie Monster,Gnarls Barkley,St. Elsewhere,6
Feng Shui,Gnarls Barkley,St. Elsewhere,7
Just A Thought,Gnarls Barkley,St. Elsewhere,8
Transformer,Gnarls Barkley,St. Elsewhere,9
Who Cares?,Gnarls Barkley,St. Elsewhere,10
